name_id,old_name,new_name
103342,suleyman demirel,"Demirel, Suleyman"
112751,sunao sonoda,"Sonoda, Sunao"
107160,sung y. kim,"Y. Kim, Sung"
100263,syed amjad ali,"Amjad Ali, Syed"
110088,sylvanus olympio,"Olympio, Sylvanus"
500956,sérgio armando frazão,"Armando Frazão, Sérgio"
500957,sérgio correia da costa,"Correia da Costa, Sérgio"
500958,sérgio florêncio,"Florêncio, Sérgio"
500959,sérgio moreira,"Moreira, Sérgio"
500960,sérgio motta,"Motta, Sérgio"
500961,sérgio motta mello,"Motta Mello, Sérgio"
500962,sérgio paulo rouanet ,"Paulo Rouanet , Sérgio"
500963,sérgio rezende,"Rezende, Sérgio"
115252,t. h. brand,"H. Brand, T."
112755,t. v. soong,T. V. Soong
113283,tad szulc,"Szulc, Tad"
112576,taieb slim,"Slim, Taieb"
104618,takeo fukuda,"Fukuda, Takeo"
109132,takeo miki,"Miki, Takeo"
109629,takeshi naito,"Naito, Takeshi"
109740,tancredo neves,"Neves, Tancredo"
500964,tarcísio delgado,"Delgado, Tarcísio"
500965,tarcísio holanda,"Holanda, Tarcísio"
500966,tarcísio meirelles padilha,"Meirelles Padilha, Tarcísio"
500967,tasso fragoso,"Fragoso, Tasso"
500968,teixeira mendes ,"Mendes , Teixeira"
500969,teixeira pinto,"Pinto, Teixeira"
109448,teodoro moscoso,"Moscoso, Teodoro"
500970,teotônio vilela,"Vilela, Teotônio"
112757,theodore c. sorensen,"C. Sorensen, Theodore"
105870,theodore hesburgh,"Hesburgh, Theodore"
111585,theodore roosevelt,"Roosevelt, Theodore"
110599,thomas j. peters,"J. Peters, Thomas"
106576,thomas jefferson,"Jefferson, Thomas"
100636,thomas l. ashley,"L. Ashley, Thomas"
500971,thomas mann,"Mann, Thomas"
110295,thomas o. paine,"O. Paine, Thomas"
113559,thomas p. thornton,"P. Thornton, Thomas"
115580,thomas r. harkin,"R. Harkin, Thomas"
500972,thompson flôres,"Flôres, Thompson"
107416,timothy kraft,"Kraft, Timothy"
112669,timothy smith,"Smith, Timothy"
101770,tom brokaw,"Brokaw, Tom"
110544,tomás romero pereira,"Romero Pereira, Tomás"
115187,tony benn,"Benn, Tony"
113902,torao ushiroku,"Ushiroku, Torao"
107185,toshio kimura,"Kimura, Toshio"
107348,toshio komoto,"Komoto, Toshio"
113708,tran van kha,"Van Kha, Tran"
111212,tun abdul razak,"Abdul Razak, Tun"
500973,tácito theóphilo gaspar,"Theóphilo Gaspar, Tácito"
109955,u nu,"Nu, U"
113472,u thant,"Thant, U"
114694,u win,"Win, U"
500974,ubirajara cabral,"Cabral, Ubirajara"
500975,ulysses guimarães,"Guimarães, Ulysses"
106983,urho k. kekkonen,"K. Kekkonen, Urho"
106452,v. s. ivanov,V. S. Ivanov
105838,valentin hernandez,"Hernandez, Valentin"
1756,valéry giscard d'estaing,"Giscard D'Estaing, Valéry"
500977,vanja orico,"Orico, Vanja"
104999,vasco gonçalves,"Gonçalves, Vasco"
107822,vasco leitão da cunha,"Leitão da Cunha, Vasco"
500978,vasconcelos costa,"Costa, Vasconcelos"
500979,vasconcelos torres,"Torres, Vasconcelos"
111002,vasile pungan,"Pungan, Vasile"
114246,vernon walters,"Walters, Vernon"
500981,vicente goulart,"Goulart, Vicente"
500982,vicente pereira,"Pereira, Vicente"
111162,vicente rao,"Rao, Vicente"
500984,vicente scherer,"Scherer, Vicente"
111885,vicente sánchez gavito,"Sánchez Gavito, Vicente"
100452,victor andrade,"Andrade, Victor"
500985,victor faccioni,"Faccioni, Victor"
500986,victor josé silveira,"José Silveira, Victor"
110473,victor paz estenssoro,"Paz Estenssoro, Victor"
500987,vieira de mello,"de Mello, Vieira"
500988,vieira souto,"Souto, Vieira"
109363,villeda morales,"Morales, Villeda"
100677,vincent auriol,"Auriol, Vincent"
107748,vincent t. learson,"T. Learson, Vincent"
500989,virgílio távora,"Távora, Virgílio"
500990,vitorino freire,"Freire, Vitorino"
500991,vladimir herzog,"Herzog, Vladimir"
500992,voltaire,Voltaire
500993,von holleben,"Holleben, Von"
114148,vuong van bac,"Van Bac, Vuong"
115534,víctor gómez bergés,"Gómez Bergés, Víctor"
103540,w. a. c. h. dobson,"A. C. H. Dobson, W."
112857,w. a. sprague,"A. Sprague, W."
103091,w. bowman cutter,"Bowman Cutter, W."
109393,w. d. morgan,"D. Morgan, W."
115888,w. f. moore,"F. Moore, W."
116262,w. g. weston,"G. Weston, W."
110204,w. h. oxley,"H. Oxley, W."
101454,w. michael blumenthal,"Michael Blumenthal, W."
105943,w. r. n. hinde,"R. N. Hinde, W."
500994,waldemar f. lopes,"F. Lopes, Waldemar"
500995,waldemar falcão,"Falcão, Waldemar"
500996,walder de góes,"de Góes, Walder"
500997,waldir pires,"Pires, Waldir"
114188,waldo e. waldron-ramsey,"e. Waldron-Ramsey, Waldo"
500998,walter clark,"Clark, Walter"
103001,walter cronkite,"Cronkite, Walter"
109291,walter f. mondale,"F. Mondale, Walter"
500999,walter link,"Link, Walter"
112024,walter scheel,"Scheel, Walter"
112481,walter silva,"Silva, Walter"
109373,walther moreira salles,"Moreira Salles, Walther"
102547,warren minor christopher,"Minor Christopher, Warren"
501000,washington luís,"Luís, Washington"
501001,wenceslau benites,"Benites, Wenceslau"
112913,william a. stanton,"A. Stanton, William"
111529,william d. rogers,"D. Rogers, William"
102714,william e. colby,"e. Colby, William"
105205,william e. griffith,"e. Griffith, William"
113592,william e. timmons,"e. Timmons, William"
100918,william g. barraclough,"G. Barraclough, William"
113966,william j. vanden heuvel,"J. Vanden Heuvel, William"
109171,william k. miller,"K. Miller, William"
108904,william mckinley,"Mckinley, William"
109169,william miller,"Miller, William"
103616,william o. douglas,"O. Douglas, William"
110990,william proxmire,"Proxmire, William"
116152,william q. stanton,"Q. Stanton, William"
109355,william s. moorhead,"S. Moorhead, William"
501003,william spencer,"Spencer, William"
108156,william w. lowrance,"W. Lowrance, William"
501004,william waack,"Waack, William"
101678,willy brandt,"Brandt, Willy"
501005,wilson braga,"Braga, Wilson"
501006,wilson martins,"Martins, Wilson"
102566,winston churchill,"Churchill, Winston"
108124,winston lord,"Lord, Winston"
501008,wladimir bernardes,"Bernardes, Wladimir"
501009,wladimir murtinho,"Murtinho, Wladimir"
114691,woodrow wilson,"Wilson, Woodrow"
501010,xavier de albuquerque,"de Albuquerque, Xavier"
501011,y. k. pao,"K. Pao, Y."
105078,yakubu gowon,"Gowon, Yakubu"
114870,yang hsi-kun,"Hsi-Kun, Yang"
501012,yasser arafat,"Arafat, Yasser"
100318,yigal allon,"Allon, Yigal"
109673,yitzhak navon,"Navon, Yitzhak"
111072,yitzhak rabin,"Rabin, Yitzhak"
501013,yolanda prada,"Prada, Yolanda"
114931,yoshihito,Yoshihito
100450,yoshiro ando,"Ando, Yoshiro"
109400,yoshirō mori,"Mori, Yoshirō"
101878,zbigniew k. brzezinski,"K. Brzezinski, Zbigniew"
111642,zenon rossides,"Rossides, Zenon"
107386,zentaro kosaka,"Kosaka, Zentaro"
501015,álvaro cunha,"Cunha, Álvaro"
501016,álvaro da costa franco,"da Costa Franco, Álvaro"
501017,álvaro valle,"Valle, Álvaro"
501018,ênio silveira,"Silveira, Ênio"
501019,ítalo zappa,"Zappa, Ítalo"
